CurveID,FitWallResist?,FitChloResist?,FitGamma*?,FitKc?,FitKo?,FitRd?,FitAlpha?,FitbetaPSII?,LimitState,Vcmax25,Jmax25,Rdlight25,Resistwp25,Resistch25,tpu25,gamma*25,fkc25,fko25,alpha,ha_vcmax,hd_vcmax,sv_vcmax,ha_jmax,hd_jmax,sv_jmax,ha_tpu,hd_tpu,sv_tpu,ha_gmeso,hd_gmeso,sv_gmeso,ha_darkresp,ha_stargamma,ha_kc,ha_ko,phifactor,thetafactor,betaPSII,numrubisco,numrubp,numtpu,NumSamplePoints,SumSquare,siteID,Latitude,Longitude,Elevation,yearsampled,sampledoy,GrowingSeasonStart,GrowingSeasonEnd,standage,CanopyHeight,LeafAreaIndex,species,avetimeresolution,avetimesampled,SampleHeight,Needleage,specificLAI,nitrogencontent,carboncontent,phosphoruscontent
besc-106.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,194.856694,74.460509,3.001366,0,1.578363,4.400392,0.272168,27.238,16582,0.056505,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.033801,0.808876,0.338121,2,7,1,10,4.387811,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-106,2.227778,11.717333,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62.974905,0.049633,11.002465,-3.361527,0.056441,0.000094,0.449977,5.926827,-3.475833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-107.csv,0,0,0,0,0,1,0,1,RubiscoRuBp,41.541372,69.453956,4.355203,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.078933,0.876114,0.298887,2,8,0,10,2.993543,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-107,2.214815,15.00875,-9999,-9999,-9999,-9999,-9999,-9999
besc-107.csv,0,0,1,0,0,1,0,1,RubiscoRuBp,45.506288,84.613348,4.504456,0,0,NaN,5.659813,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.078229,0.876369,0.364101,2,8,0,10,2.832333,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-107,2.214815,15.00875,-9999,-9999,-9999,-9999,-9999,-9999
besc-107.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,55.263036,81.789401,4.746182,1.256026,0,3.606596,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.081907,0.860733,0.343731,1,7,2,10,1.725685,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-107,2.214815,15.00875,-9999,-9999,-9999,-9999,-9999,-9999
besc-107.csv,1,0,1,0,0,1,1,1,RubiscoRuBpTpu,87.299814,62.262206,4.583393,3.247469,0,2.671695,0.895272,27.238,16582,0.898564,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.08252,0.859042,0.261157,2,7,1,10,1.579614,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-107,2.214815,15.00875,-9999,-9999,-9999,-9999,-9999,-9999
besc-107.csv,1,1,0,0,0,1,0,1,RubiscoRuBpTpu,55.263044,81.789414,4.746183,1.256026,0,3.606597,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.081907,0.860733,0.343731,1,7,2,10,1.725685,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-107,2.214815,15.00875,-9999,-9999,-9999,-9999,-9999,-9999
besc-107.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,83.33945,64.683074,4.661663,3.088958,0,3.395217,1.091257,27.238,16582,0.14896,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.0825,0.85896,0.271302,1,7,2,10,1.54047,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-107,2.214815,15.00875,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126.00049,0.031642,7.203049,-5.188118,0.052064,0.00024,0.51033,8.40332,-4.494505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-110.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,38.128471,53.979528,0.141707,0,0,2.460319,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.07845,0.934606,0.331762,3,6,1,10,12.760348,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-110,1.896296,14.392306,-9999,-9999,-9999,-9999,-9999,-9999
besc-110.csv,0,0,1,0,0,1,0,1,RubiscoRuBp,31.898228,31.367579,0.12711,0,0,NaN,0,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.077317,0.942391,0.195842,3,7,0,10,8.176774,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-110,1.896296,14.392306,-9999,-9999,-9999,-9999,-9999,-9999
besc-110.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,38.128486,53.979551,0.141709,0,0,2.46032,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.07845,0.934606,0.331762,3,6,1,10,12.760348,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-110,1.896296,14.392306,-9999,-9999,-9999,-9999,-9999,-9999
besc-110.csv,1,0,1,0,0,1,1,1,RubiscoRuBpTpu,31.898471,31.827723,0.126456,0,0,2.453461,0,27.238,16582,0.999999,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.079114,0.935627,0.195845,3,6,1,10,8.108735,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-110,1.896296,14.392306,-9999,-9999,-9999,-9999,-9999,-9999
besc-110.csv,1,1,0,0,0,1,0,1,RubiscoRuBp,38.100048,53.973647,0.141042,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.07845,0.934606,0.331725,4,6,0,10,12.774407,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-110,1.896296,14.392306,-9999,-9999,-9999,-9999,-9999,-9999
besc-110.csv,1,1,1,0,0,1,0,1,RubiscoRuBp,31.898218,31.367569,0.127108,0,0,NaN,0,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.077317,0.942391,0.195842,3,7,0,10,8.176774,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-110,1.896296,14.392306,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26.037262,0.050965,7.730693,-1.316046,0.04936,0,-0.089248,0.784807,-0.000987,-0.000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-113.csv,0,0,0,0,0,1,0,1,RubiscoRuBp,42.377213,72.232761,0.81568,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.054459,0.811009,0.470229,4,6,0,10,3.999297,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-113,1.888889,16.235639,-9999,-9999,-9999,-9999,-9999,-9999
besc-113.csv,0,0,1,0,0,1,1,1,RubiscoRuBpTpu,35.57546,46.267201,0.601275,0,0,3.288327,0,27.238,16582,1,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.056406,0.80571,0.299721,3,6,1,10,1.807448,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-113,1.888889,16.235639,-9999,-9999,-9999,-9999,-9999,-9999
besc-113.csv,1,0,0,0,0,1,0,1,RubiscoRuBp,42.377212,72.232764,0.815679,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.054459,0.811009,0.470229,4,6,0,10,3.999297,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-113,1.888889,16.235639,-9999,-9999,-9999,-9999,-9999,-9999
besc-113.csv,1,0,1,0,0,1,0,1,RubiscoRuBp,54.913209,46.273925,0.602752,1.223047,0,NaN,0,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.056406,0.805718,0.299767,4,6,0,10,1.81733,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-113,1.888889,16.235639,-9999,-9999,-9999,-9999,-9999,-9999
besc-113.csv,1,1,0,0,0,1,0,1,RubiscoRuBp,42.377216,72.232774,0.81568,0,0,NaN,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.054459,0.811009,0.470229,4,6,0,10,3.999297,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-113,1.888889,16.235639,-9999,-9999,-9999,-9999,-9999,-9999
besc-113.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,35.575745,46.267613,0.601332,0,0,3.288353,0,27.238,16582,0.925131,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.056406,0.805709,0.299724,3,6,1,10,1.807448,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-113,1.888889,16.235639,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16.888712,0.05593,10.552593,-0.985504,0.060835,0.000085,0.402911,6.178621,-3.551325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-118.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,42.447281,75.971107,4.369726,0,0,3.704627,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.104829,0.841883,0.308631,1,7,2,10,1.964369,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-118,2.118519,14.302417,-9999,-9999,-9999,-9999,-9999,-9999
besc-118.csv,0,0,1,0,0,1,1,1,RubiscoRuBpTpu,45.680581,96.072991,4.502996,0,0,2.929476,5.485444,27.238,16582,0.30731,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.109158,0.806323,0.367119,2,6,2,10,1.724964,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-118,2.118519,14.302417,-9999,-9999,-9999,-9999,-9999,-9999
besc-118.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,62.625422,98.981562,4.903444,1.551901,0,3.797206,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.109418,0.80196,0.375988,2,6,2,10,1.947854,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-118,2.118519,14.302417,-9999,-9999,-9999,-9999,-9999,-9999
besc-118.csv,1,0,1,0,0,1,1,1,RubiscoRuBpTpu,69.044275,69.737044,4.612625,2.277872,0,3.747798,1.394322,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.105529,0.838296,0.282195,2,7,1,10,1.409492,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-118,2.118519,14.302417,-9999,-9999,-9999,-9999,-9999,-9999
besc-118.csv,1,1,0,0,0,1,0,1,RubiscoRuBpTpu,53.72146,85.544922,4.700951,1.01942,0,3.783286,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.104483,0.840933,0.347051,2,7,1,10,1.587792,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-118,2.118519,14.302417,-9999,-9999,-9999,-9999,-9999,-9999
besc-118.csv,1,1,1,0,0,1,1,1,RubiscoRuBpTpu,67.162912,75.90722,4.628376,2.175925,0,3.236942,1.547676,27.238,16582,0.402544,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.11017,0.799606,0.28739,2,6,2,10,1.207266,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-118,2.118519,14.302417,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,113.539216,0.033408,7.61352,-4.839713,0.053174,0.000251,-0.10571,0.780602,-0.000726,-0.000271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besc-119.csv,0,0,0,0,0,1,0,1,RubiscoRuBpTpu,39.891168,58.356211,0.568079,0,0,2.566761,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.043992,0.844231,0.357342,1,6,3,10,8.414571,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-119,2.327778,10.482111,-9999,-9999,-9999,-9999,-9999,-9999
besc-119.csv,0,0,1,0,0,1,1,1,RuBpTpu,-9999,45.173684,0.488313,0,0,2.563013,1.774309,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.044892,0.842157,0.275902,0,6,4,10,7.548434,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-119,2.327778,10.482111,-9999,-9999,-9999,-9999,-9999,-9999
besc-119.csv,1,0,0,0,0,1,0,1,RubiscoRuBpTpu,39.891179,58.356222,0.568081,0,0,2.566762,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.043992,0.844231,0.357342,1,6,3,10,8.414571,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-119,2.327778,10.482111,-9999,-9999,-9999,-9999,-9999,-9999
besc-119.csv,1,0,1,0,0,1,0,1,RubiscoRuBp,256.480614,48.486729,0.965023,3.16531,0,NaN,0.260472,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.043165,0.851027,0.300927,3,7,0,10,6.930291,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-119,2.327778,10.482111,-9999,-9999,-9999,-9999,-9999,-9999
besc-119.csv,1,1,0,0,0,1,0,1,RubiscoRuBpTpu,39.891171,58.356209,0.56808,0,0,2.566761,3.743,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.043992,0.844231,0.357342,1,6,3,10,8.414571,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-119,2.327778,10.482111,-9999,-9999,-9999,-9999,-9999,-9999
besc-119.csv,1,1,1,0,0,1,1,1,RuBpTpu,-9999,46.745308,0.784457,2.425956,0,2.621268,0.557738,27.238,16582,0,65.33,0,0,43.54,0,0,53.1,201.8,0.65,49.6,437.4,1.4,46.39,24.46,80.99,23.72,1.045395,0.838434,0.284439,0,6,4,10,6.10675,-9999,-9999,-9999,-9999,2014,178,-9999,-9999,-9999,-9999,-9999,besc-119,2.327778,10.482111,-9999,-9999,-9999,-9999,-9999,-9999
ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,umolm-2s-1,umol/umol,umolm-2s-1,umolm-2s-1,umol/umol,umol/umol,NA,NA,umol-1m2s,umol-1m2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28.348032,0.063076,8.452699,-1.980492,0.077066,0.000008,0.006989,0.754376,-0.000981,-0.000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
